"BatterHand","BattedBallType","Location","Result","ExpOBP","ExpSLG","Exp2OPS","ExpOBP_sd","ExpSLG_sd","Exp2OPS_sd","ExpOBP_n","ExpSLG_n","Exp2OPS_n"
"R","FB","7","PO",0.151738265828011,0.293091535517486,0.183682195808368,0.289578921440828,0.526246707000189,0.339505200883306,5,5,5
"R","FB","7","PO-F",0.48152715131447,1.36533805159984,0.727978069611479,0.15503006028433,0.541126589567574,0.268225897350311,2,2,2
"R","FB","78","FO",0.245185531876118,0.641400587490519,0.352738663893306,0.240933939025995,0.70527933168066,0.364410108958479,28,28,28
"R","FB","8","FO",0.141726550460676,0.353316310220351,0.1980838153345,0.130474797879341,0.331224267064053,0.180393281677062,296,296,296
"R","FB","8","PO",0.0585111051881805,0.151216027038046,0.0835616352859842,0.0464120487596676,0.122241725107377,0.0662464812228394,7,7,7
"R","FB","89","FO",0.174566225871642,0.445336784037714,0.247366456006502,0.166662285053881,0.395024833436963,0.223316628969702,44,44,44
"R","FB","9","FIDP",0.394631938684156,0.891479838941041,0.520784711568035,0.064938472294903,0.249116088121853,0.0462402284068393,2,2,2
"R","FB","9","FO",0.157423715990421,0.38356685097483,0.217062389386182,0.171502896598196,0.427621065305363,0.234850736222665,254,254,254
"R","FB","9","PO",0.0306293264253593,0.0847772677556261,0.045615707559579,0.00772100955164861,0.0405996739865833,0.016935448852852,13,13,13
"R","FB","9","PO-F",0.0420811231144317,0.115904213963059,0.0624807077525308,0.0068683206562732,0.041984309619834,0.0168271697987193,10,10,10
"R","GB","-3","1B",0.66121498424703,0.836181560543997,0.653415677921316,NA,NA,NA,1,1,1
"R","GB","-3","2B",0.681385665805212,1.70798323326814,0.955446288378999,0.129739462853601,0.587559462982142,0.242828774755369,16,16,16
"R","GB","-5","1B",0.709247900684415,2.45585877250602,1.22052673455651,0,0.501513996432785,0.167171332144262,2,2,2
"R","GB","0","FC",0.30603934510569,0.529327326363325,0.349864737681,0.256553969508976,0.556293236479275,0.330238484476361,6,6,6
"R","GB","1","FC",0.22379641731387,0.480936215535052,0.28713004165621,0.163804365945078,0.338771684921602,0.191262060658824,7,7,7
"R","GB","1","GIDP",0.557788238277062,1.10603609287839,0.684758699316465,0.121127657685007,0.236740732326888,0.1475525834638,2,2,2
"R","GB","1","GO",0.342061042127387,0.958987415197401,0.51349706227132,0.196447499676612,0.718597769488767,0.336119697356542,53,53,53
"R","GB","2","GO",0.362704251929114,1.0850855531896,0.567227593823031,NA,NA,NA,1,1,1
"R","GB","3","1B",0.220005377312171,0.506162815587406,0.293390652339366,0.102727690893762,0.416018832013471,0.187416620953774,8,8,8
"R","GB","3","2B",0.802549044216411,2.30550303839387,1.22327880452059,0,0.567485662033349,0.18916188734445,2,2,2
"R","GB","3","FC",0.801045477897665,2.15293434453098,1.171570552319,0.098942775704094,1.14329062238448,0.389999162611696,3,3,3
"R","GB","3","GO",0.195823174513511,0.477109166240575,0.270002854304515,0.180714890316493,0.459371508740065,0.243003243008691,76,76,76
"R","GB","3","ROE",0.223808378191989,0.507395503442677,0.295956582123019,0.217100495803928,0.535757030235616,0.298029047592523,7,7,7
"R","GB","34","1B",0.538032253255516,1.34436735763234,0.753007396055573,0.254255890393738,0.849064649758432,0.40080079463669,83,83,83
"R","GB","34","2B",0.318911433768215,0.528158238255884,0.356769225220617,NA,NA,NA,1,1,1
"R","GB","4","1B",0.353676078827149,0.852478601214221,0.484575978406791,0.183807215799527,0.58537875538539,0.28244797940686,23,23,23
"R","GB","4","FC",0.324280782320926,0.78482432559306,0.445367218512878,0.172854074521821,0.648732990093973,0.297243618001021,21,21,21
"R","GB","4","GIDP",0.36772387223497,1.06802014839782,0.564383577065756,0.173010595638584,0.824234656815698,0.364251135582689,10,10,10
"R","GB","4","GO",0.294855178429093,0.733405507651746,0.411553103660401,0.185875652563287,0.619206705490716,0.297556825400114,183,183,183
"R","GB","4","HIDP",0.529777141760407,0.776141380990928,0.558920840661207,0.108492359604649,0.179139578636327,0.00176581089719193,2,2,2
"R","GB","4","ROE",0.423047753410229,1.06652902256875,0.59523673445538,0.226048351343115,0.78799451601997,0.372727133775225,7,7,7
"R","GB","46","1B",0.563622571456553,1.43591206532211,0.798023478932751,0.187274981485083,0.790250375039774,0.339401017902621,137,137,137
"R","GB","5","1B",0.437565873802042,1.17355044828524,0.639137477916236,0.230048182391056,0.824918715650301,0.38923189032949,15,15,15
"R","GB","5","2B",0.590077754562528,1.63913398708786,0.880755389948054,NA,NA,NA,1,1,1
"R","GB","5","FC",0.241355501285459,0.590482435147827,0.333595595777703,0.0917145088304555,0.319773028550666,0.146038065076586,48,48,48
"R","GB","5","GIDP",0.326921294139199,0.836801782010346,0.464189327348995,0.146505339726978,0.547944497676727,0.246149646208598,16,16,16
"R","GB","5","GO",0.281085904387599,0.692177263554374,0.390007767004431,0.150724715965507,0.496517232001917,0.238425819812937,222,222,222
"R","GB","5","HIDP",0.356881479061446,1.00987725037216,0.538858588258872,0.178537496413249,0.584568686538698,0.282324032758363,9,9,9
"R","GB","5","ROE",0.360280881984307,0.877080864160888,0.496519454511403,0.144054324813588,0.478736213021062,0.226362232548767,25,25,25
"R","GB","56","1B",0.52653865842429,1.24892590457104,0.714680541297445,0.145508892257063,0.69053807539643,0.277150269418342,140,140,140
"R","GB","56","2B",0.608384218462845,1.07385930222205,0.702704157869629,0,0.0124454099228601,0.00414846997428675,2,2,2
"R","GB","6","FC",0.357944212799812,0.956264360155136,0.521589840638272,0.190466376471258,0.661728944140575,0.310548231158905,46,46,46
"R","GB","6","GIDP",0.366835978761771,0.864950901287832,0.496190688394281,0.181186134120692,0.663579364921853,0.306429561020039,35,35,35
"R","GB","6","GO",0.378086263539388,0.985439378829844,0.542728675615601,0.173474290617875,0.642899702808641,0.293123200846198,279,279,279
"R","GB","6","HIDP",0.221320891623402,0.588278952896888,0.321508156218891,0.0503356754387934,0.190212366078617,0.0721844793593854,8,8,8
"R","GB","6","ROE",0.36207656848116,0.94874845739934,0.521426207939104,0.178822959538463,0.64165573486736,0.291733921054796,30,30,30
"R","GB",NA,"FC",0.366461374954919,0.778886831176458,0.467290389533274,0.330508073450506,0.600610160731145,0.386608860787539,3,3,3
"R","LD","3","LO",0.632934589846883,1.33321547405337,0.803068092264358,0.332877553551064,0.363242818933425,0.0675496740344611,2,2,2
"R","LD","4","LIDP",0.607897922727748,0.626555798652044,0.553327422429738,0.0526008163584522,0.0763871418881565,0.0552695098991751,2,2,2
"R","LD","4","LO",0.669141353741786,1.62898055659103,0.922173619317354,0.170892429845113,0.869871231474333,0.343420793979767,15,15,15
"R","LD","5","LIDP",0.567346828184973,1.71122926704889,0.891906291654448,0.0878467587126591,0.772122463012189,0.304741949150911,3,3,3
"R","LD","5","LO",0.670941963677305,1.62472641393721,0.921775917396211,0.124737313791671,0.776291826729916,0.303543747929738,27,27,27
"R","LD","6","LIDP",0.802896848992612,0.996729552252082,0.787218065179841,NA,NA,NA,1,1,1
"R","LD","6","LO",0.737963653856443,2.20113942656133,1.1518925460391,0.068925578353384,0.623445997070723,0.215072615447354,15,15,15
"R","LD","7","LO",0.512413576190819,1.30726600748948,0.726123029004625,0.113468045127604,0.628517544094155,0.252036300397938,33,33,33
"R","LD","8","LO",0.440543521672949,1.08101098299734,0.609978323280452,0.174536727587594,0.524397187320712,0.262648826893154,42,42,42
"R","LD","9","LIDP",0.624442273399902,1.42598900925272,0.829180291344183,NA,NA,NA,1,1,1
"R","LD","9","LO",0.479073602984192,1.21201548765196,0.675480204241695,0.15773850405915,0.572658926856222,0.263372056583197,37,37,37
"R","LD/FB","7","1B",0.623332462736208,1.5923810294186,0.884015405356719,0.148454131773456,0.72695341859931,0.298116976377401,124,124,124
"R","LD/FB","7","2B",0.694937749448215,1.70326086251425,0.961551678858737,0.262037972992353,0.910374116708814,0.419552630787132,58,58,58
"R","LD/FB","7","HR",0.791562877303453,1.90402775651263,1.08322821597617,0.240761908292839,1.03342720843044,0.441158962044893,53,53,53
"R","LD/FB","7","ROE",0.292444678020199,0.583656329103077,0.360270760579138,0.344761046677398,0.571727279402577,0.366891596218631,7,7,7
"R","LD/FB","78","1B",0.695576814389172,1.85903852241152,1.01383970229104,0.17169521580433,0.820642180046359,0.338245471070752,41,41,41
"R","LD/FB","78","2B",0.640499241598904,1.63351079966116,0.907453170126433,0.129778970459601,0.579261083577579,0.240558671524975,49,49,49
"R","LD/FB","78","3B",0.419986102340935,1.24420738889949,0.652727920959693,0.248761953739796,0.769301680682313,0.391804036362947,7,7,7
"R","LD/FB","78","HR",0.521958704829152,1.34421129131077,0.743847029840109,0.305000121510293,0.973143620614135,0.484794626623168,28,28,28
"R","LD/FB","8","1B",0.60271867030303,1.54973388781851,0.858118542444553,0.210912987049056,0.866899477356417,0.374595440856819,116,116,116
"R","LD/FB","8","2B",0.352226864980918,0.998091163038009,0.53229227783519,0.19522207907062,0.799770331432053,0.373304126315168,17,17,17
"R","LD/FB","8","3B",0.264673831694388,0.584746472500198,0.344897328793552,0.0965486336355523,0.254877079713423,0.137400927182578,9,9,9
"R","LD/FB","8","HR",0.526328748941691,1.33241447394156,0.742391115714145,0.224450952217597,0.745119096433329,0.359544752779229,12,12,12
"R","LD/FB","89","1B",0.616768549994505,1.74754551623369,0.932017350408117,0.209979936307039,0.91678081694755,0.39740534414881,44,44,44
"R","LD/FB","89","2B",0.426356065761088,1.09302681821128,0.605944043335043,0.212256573886089,0.696403836006459,0.333162689596444,35,35,35
"R","LD/FB","89","3B",0.406026467500548,0.962067997084414,0.550770997278449,0.135474621507057,0.370239101989564,0.189945273367011,16,16,16
"R","LD/FB","89","HR",0.406875635859581,1.02548566387586,0.572391414945715,0.158397857983124,0.346817609531707,0.181007891370329,6,6,6
"R","LD/FB","9","1B",0.716478122718239,1.68932993131014,0.969114246643715,0.182215802304384,0.830291680060873,0.343265791608573,98,98,98
"R","LD/FB","9","2B",0.508465171980189,1.03297999044413,0.632456927603484,0.264113635408703,0.428955283543248,0.277890278441621,10,10,10
"R","LD/FB","9","3B",0.393912206362212,1.11257817546267,0.594076308759478,0.308984292970366,1.13462829187409,0.540363968034494,5,5,5
"R","LD/FB","9","HR",0.292228413061123,0.697848116345451,0.398212139516454,0.161380505863914,0.399036660308826,0.222515150965623,17,17,17
"R","LD/FB","9","ROE",0.138979940228464,0.294484262253272,0.176916720213887,0.125112415113723,0.233682197098905,0.145694048703838,4,4,4
"R","PU","1","PO",0.0151560890041848,0.0251120871727727,0.0169591461599623,NA,NA,NA,1,1,1
"R","PU","1","PO-F",0.0158220913187256,0.0395552282968139,0.0221509278462158,0,0.00276469173648204,0.00092156391216068,2,2,2
