"start","all.acc","first.team","poy","stat"
"0.185628223243571","0.316925136572743","0.365033214595167","0.4","Strikeout"
"0.653304999736022","0.727774195859302","0.759287437807663","0.8","Out"
"0.114694304648961","0.0579454787234043","0.0430846707442452","0.0254428571428571","Walk"
"0.267872340425532","0.185553191489362","0.159765957446808","0.125","Hit"
