"X","Y","Bin"
105.352472604688,-46.1070115717606,"topped"
106.070743822027,-44.4296894547098,"topped"
106.762312296848,-42.7411824009377,"topped"
107.427003930487,-41.0419154830653,"topped"
108.064651390379,-39.3323164824519,"topped"
108.675094152187,-37.6128157815035,"topped"
109.258178540209,-35.883846255326,"topped"
109.813757766068,-34.1458431627516,"topped"
110.341691965667,-32.3992440367644,"topped"
110.841848234393,-30.644488574354,"topped"
111.314100660581,-28.8820185258241,"topped"
111.758330357207,-27.1122775835841,"topped"
112.174425491822,-25.3357112704522,"topped"
112.5622813147,-23.5527668274969,"topped"
112.921800185211,-21.7638931014472,"topped"
113.252891596404,-19.969540431697,"topped"
113.555472197785,-18.1701605369352,"topped"
113.829465816307,-16.3662064014278,"topped"
114.074803475541,-14.5581321609812,"topped"
114.291423413044,-12.7463929886163,"topped"
114.479271095905,-10.931444979981,"topped"
114.638299234473,-9.1137450385307,"topped"
114.768467794267,-7.29375076050491,"topped"
114.869744006046,-5.47192031973036,"topped"
114.942102374066,-3.64871235227778,"topped"
114.985524682496,-1.82458584100292,"topped"
115,-1.40834381901946e-14,"topped"
115,0,"topped"
114.985524682496,1.82458584100291,"topped"
114.942102374066,3.64871235227778,"topped"
114.869744006046,5.47192031973036,"topped"
114.768467794267,7.29375076050492,"topped"
114.638299234473,9.11374503853067,"topped"
114.479271095905,10.931444979981,"topped"
114.291423413044,12.7463929886163,"topped"
114.074803475541,14.5581321609812,"topped"
113.829465816307,16.3662064014278,"topped"
113.555472197785,18.1701605369352,"topped"
113.252891596404,19.969540431697,"topped"
112.921800185211,21.7638931014472,"topped"
112.5622813147,23.5527668274969,"topped"
112.174425491822,25.3357112704522,"topped"
0,25.33571,"topped"
-3.67394039744206e-15,-60,"weak"
0.951957830088468,-59.9924476604325,"weak"
1.90367600988406,-59.9697925429911,"weak"
2.85491494942454,-59.9320403509805,"weak"
3.80543517939387,-59.8792005883131,"weak"
4.7549974114073,-59.8112865571165,"weak"
5.70336259825096,-59.7283153543851,"weak"
6.65029199406066,-59.6303078676752,"weak"
7.59554721442495,-59.5172887698477,"weak"
8.5388902963971,-59.389286512856,"weak"
9.480083758401,-59.2463333205837,"weak"
10.4188906600158,-59.0884651807325,"weak"
11.3550746616246,-58.9157218357624,"weak"
12.2884000839114,-58.7281467728867,"weak"
13.2186319671924,-58.5257872131244,"weak"
14.1455361305656,-58.3086940994125,"weak"
15.0688792308647,-58.0769220837814,"weak"
15.9884288214021,-57.8305295135965,"weak"
16.9039534104858,-57.5695784168698,"weak"
17.8152225196965,-57.2941344866444,"weak"
18.7220067419092,-57.0042670644567,"weak"
19.6240777990453,-56.7000491228801,"weak"
20.5212085995401,-56.3815572471545,"weak"
21.4131732955123,-56.0488716159064,"weak"
22.2997473396196,-55.7020759809644,"weak"
23.1807075415877,-55.3412576462749,"weak"
24.0558321243968,-54.9665074459242,"weak"
24.9249007801132,-54.5779197212711,"weak"
25.7876947253503,-54.1755922971973,"weak"
26.6439967563464,-53.7596264574802,"weak"
27.4935913036446,-53.3301269192954,"weak"
28.336264486361,-52.8872018068549,"weak"
29.1718041660281,-52.4309626241871,"weak"
30,-51.9615242270663,"weak"
30.8206434944044,-51.4790047940986,"weak"
31.6335280566301,-50.9835257969709,"weak"
32.4384490473359,-50.4752119698709,"weak"
33.2352038319666,-49.9541912780863,"weak"
34.0235918317662,-49.42059488579,"weak"
34.8034145742719,-48.8745571230202,"weak"
35.5744757432784,-48.3162154518635,"weak"
36.33658122826,-47.7457104318499,"weak"
37.0895391732363,-47.1631856845672,"weak"
37.8331600250714,-46.5687878575054,"weak"
38.5672565811924,-45.9626665871387,"weak"
39.2916440367171,-45.3449744612555,"weak"
40.0061400309775,-44.7158669805453,"weak"
40.7105646934279,-44.075502519452,"weak"
41.4047406889267,-43.4240422863042,"weak"
42.0884932623793,-42.7616502827318,"weak"
42.7616502827318,-42.0884932623793,"weak"
43.4240422863042,-41.4047406889267,"weak"
44.075502519452,-40.7105646934279,"weak"
44.7158669805453,-40.0061400309775,"weak"
45.3449744612555,-39.2916440367171,"weak"
45.9626665871387,-38.5672565811924,"weak"
46.5687878575054,-37.8331600250713,"weak"
47.1631856845672,-37.0895391732363,"weak"
47.7457104318499,-36.33658122826,"weak"
48.3162154518635,-35.5744757432784,"weak"
48.8745571230201,-34.8034145742719,"weak"
49.42059488579,-34.0235918317663,"weak"
49.9541912780863,-33.2352038319666,"weak"
50.4752119698709,-32.4384490473359,"weak"
50.9835257969709,-31.6335280566302,"weak"
51.4790047940986,-30.8206434944044,"weak"
51.9615242270663,-30,"weak"
52.4309626241871,-29.1718041660281,"weak"
52.8872018068549,-28.336264486361,"weak"
53.3301269192954,-27.4935913036446,"weak"
53.7596264574802,-26.6439967563464,"weak"
54.1755922971973,-25.7876947253503,"weak"
54.5779197212711,-24.9249007801132,"weak"
54.9665074459242,-24.0558321243968,"weak"
55.3412576462749,-23.1807075415877,"weak"
55.7020759809644,-22.2997473396197,"weak"
56.0488716159064,-21.4131732955123,"weak"
56.3815572471545,-20.5212085995401,"weak"
56.7000491228801,-19.6240777990453,"weak"
57.0042670644567,-18.7220067419092,"weak"
57.2941344866444,-17.8152225196965,"weak"
57.5695784168698,-16.9039534104858,"weak"
57.8305295135965,-15.9884288214021,"weak"
58.0769220837814,-15.0688792308648,"weak"
58.3086940994125,-14.1455361305656,"weak"
58.5257872131244,-13.2186319671924,"weak"
58.7281467728867,-12.2884000839114,"weak"
58.9157218357624,-11.3550746616246,"weak"
59.0884651807325,-10.4188906600158,"weak"
59.2463333205837,-9.48008375840099,"weak"
59.389286512856,-8.53889029639711,"weak"
59.5172887698477,-7.59554721442496,"weak"
59.6303078676752,-6.65029199406067,"weak"
59.7283153543851,-5.70336259825095,"weak"
59.8112865571165,-4.75499741140732,"weak"
59.8792005883131,-3.80543517939386,"weak"
59.9320403509805,-2.85491494942453,"weak"
59.9697925429911,-1.90367600988406,"weak"
59.9924476604325,-0.951957830088479,"weak"
60,-7.34788079488412e-15,"weak"
0,0,"weak"
54.5,35,"F&B"
54,31,"F&B"
54.35,27.9,"F&B"
65,16.85,"F&B"
77,12,"F&B"
79.5,11.5,"F&B"
82.33,12.4,"F&B"
97.94,8.49,"F&B"
110,1.02,"F&B"
114,-5,"F&B"
114.721401544019,8.00000173600036,"F&B"
114.732652512163,7.83699224979097,"F&B"
114.743671857621,7.67396694223385,"F&B"
114.754459558148,7.51092614244507,"F&B"
114.765015591966,7.34787017957196,"F&B"
114.775339937763,7.18479938279249,"F&B"
114.785432574697,7.02171408131456,"F&B"
114.795293482393,6.85861460437535,"F&B"
114.804922640943,6.69550128124067,"F&B"
114.814320030909,6.53237444120426,"F&B"
114.823485633318,6.36923441358718,"F&B"
114.832419429668,6.20608152773709,"F&B"
114.841121401922,6.04291611302761,"F&B"
114.849591532513,5.87973849885776,"F&B"
114.857829804342,5.71654901465089,"F&B"
114.865836200776,5.55334798985461,"F&B"
114.873610705654,5.39013575393972,"F&B"
114.881153303279,5.22691263639966,"F&B"
114.888463978424,5.06367896674984,"F&B"
114.895542716331,4.90043507452698,"F&B"
114.90238950271,4.73718128928841,"F&B"
114.909004323737,4.57391794061147,"F&B"
114.915387166059,4.41064535809278,"F&B"
114.921538016789,4.2473638713476,"F&B"
114.927456863512,4.08407381000919,"F&B"
114.933143694277,3.92077550372809,"F&B"
114.938598497605,3.7574692821715,"F&B"
114.943821262482,3.59415547502261,"F&B"
114.948811978365,3.43083441197991,"F&B"
114.95357063518,3.26750642275654,"F&B"
114.958097223318,3.10417183707961,"F&B"
114.962391733643,2.94083098468958,"F&B"
114.966454157483,2.77748419533953,"F&B"
114.970284486638,2.61413179879454,"F&B"
114.973882713376,2.45077412483101,"F&B"
114.977248830431,2.287411503236,"F&B"
114.980382831009,2.12404426380653,"F&B"
114.983284708783,1.96067273634907,"F&B"
114.985954457893,1.79729725067844,"F&B"
114.988392072952,1.63391813661775,"F&B"
114.990597549036,1.47053572399733,"F&B"
114.992570881695,1.30715034265419,"F&B"
114.994312066944,1.14376232243129,"F&B"
114.995821101269,0.98037199317697,"F&B"
114.997097981622,0.816979684744191,"F&B"
114.998142705426,0.653585726989929,"F&B"
114.998955270572,0.490190449774485,"F&B"
114.999535675419,0.326794182960823,"F&B"
114.999883918796,0.163397256413906,"F&B"
115,2.81668763803891e-14,"F&B"
115,0,"F&B"
114.999268242004,0.410248465652503,"F&B"
114.997072977329,0.82049171039031,"F&B"
114.993414233913,1.23072451336517,"F&B"
114.988292058316,1.64094165386171,"F&B"
114.981706515726,2.05113791136388,"F&B"
114.973657689951,2.46130806562141,"F&B"
114.964145683423,2.87144689671621,"F&B"
114.953170617193,3.28154918512881,"F&B"
114.940732630933,3.6916097118048,"F&B"
114.926831882932,4.10162325822124,"F&B"
114.911468550092,4.51158460645307,"F&B"
114.894642827932,4.92148853923952,"F&B"
114.87635493058,5.33132984005049,"F&B"
114.856605090771,5.74110329315296,"F&B"
114.835393559847,6.15080368367735,"F&B"
114.812720607749,6.56042579768389,"F&B"
114.78858652302,6.96996442222898,"F&B"
114.762991612795,7.37941434543152,"F&B"
114.7359362028,7.78877035653924,"F&B"
114.70742063735,8.19802724599504,"F&B"
114.677445279339,8.60717980550323,"F&B"
114.64601051024,9.01622282809586,"F&B"
114.6131167301,9.425151108199,"F&B"
114.578764357533,9.83395944169891,"F&B"
114.542953829713,10.2426426260083,"F&B"
114.505685602375,10.6511954601327,"F&B"
114.466960149802,11.0596127447364,"F&B"
114.426777964823,11.4678892822086,"F&B"
114.385139558806,11.8760198767299,"F&B"
114.34204546165,12.2839993343381,"F&B"
114.29749622178,12.6918224629945,"F&B"
114.251492406141,13.0994840726496,"F&B"
114.204034600186,13.5069789753097,"F&B"
114.155123407876,13.9143019851027,"F&B"
114.104759451664,14.3214479183437,"F&B"
114.052943372495,14.7284115936017,"F&B"
113.99967582979,15.1351878317649,"F&B"
113.944957501445,15.541771456107,"F&B"
113.888789083818,15.9481572923528,"F&B"
113.83117129172,16.3543401687445,"F&B"
113.77210485841,16.7603149161068,"F&B"
113.711590535578,17.1660763679135,"F&B"
113.649629093345,17.5716193603525,"F&B"
113.586221320246,17.9769387323921,"F&B"
113.521368023222,18.3820293258464,"F&B"
113.455070027611,18.7868859854408,"F&B"
113.387328177136,19.1915035588781,"F&B"
113.318143333896,19.5958768969035,"F&B"
113.247516378352,20.0000008533706,"F&B"
108.75,29.11,"F&B"
102.57,33.29,"F&B"
96.39,31.2,"F&B"
95,29,"F&B"
90,28.5,"F&B"
82.5,27.9,"F&B"
68.5,29,"F&B"
66.8,30,"F&B"
60,36.29,"F&B"
58,35.8,"F&B"
111.387063529793,28.5993370239583,"barrel"
110.991918705803,30.096411447289,"barrel"
110.576653742977,31.5880301222749,"barrel"
110.141343918767,33.073922654682,"barrel"
109.68606814427,34.553819688287,"barrel"
109.210908949924,36.0274529537048,"barrel"
108.71595247055,37.4945553170193,"barrel"
108.201288429736,38.9548608282085,"barrel"
107.66701012357,40.4081047693544,"barrel"
107.113214403731,41.8540237026302,"barrel"
106.540001659932,43.2923555180551,"barrel"
105.94747580172,44.7228394810084,"barrel"
105.335744239639,46.1452162794945,"barrel"
104.704917865764,47.5592280711499,"barrel"
104.055111033592,48.9646185299834,"barrel"
103.386441537319,50.3611328928421,"barrel"
102.699030590482,51.7485180055939,"barrel"
101.993002803988,53.1265223690178,"barrel"
101.268486163525,54.4948961843948,"barrel"
100.525612006361,55.8533913987904,"barrel"
99.7645149975375,57.2017617500205,"barrel"
98.9853331054535,58.5397628112927,"barrel"
98.1882075768599,59.867152035515,"barrel"
97.3732829112527,61.1836887992637,"barrel"
96.5407068346789,62.4891344464026,"barrel"
95.6906302729577,63.7832523313457,"barrel"
94.8232073243212,65.0658078619547,"barrel"
93.93859523148,66.3365685420656,"barrel"
93.036954353119,67.5953040136344,"barrel"
92.1184481348283,68.841786098495,"barrel"
91.1832430794747,70.0757888397229,"barrel"
90.2315087170181,71.2970885425954,"barrel"
89.2634175737806,72.5054638151421,"barrel"
88.2791451411713,73.7006956082778,"barrel"
87.2788698438739,74.8825672555109,"barrel"
86.2627730075029,76.05086451222,"barrel"
85.2310388257333,77.2053755944905,"barrel"
84.1838543269113,78.3458912175066,"barrel"
83.12140934015,79.4722046334894,"barrel"
82.0438964609185,80.5841116691751,"barrel"
80.9515110161287,81.6814107628266,"barrel"
79.8444510287273,82.7639030007719,"barrel"
78.7229171817992,83.8313921534623,"barrel"
77.5871127821886,84.8836847110442,"barrel"
76.437243723644,85.9205899184372,"barrel"
75.2735184494951,86.9419198099141,"barrel"
74.0961479148669,87.9474892431738,"barrel"
72.9053455484386,88.9371159329038,"barrel"
71.7013272137544,89.9106204838234,"barrel"
70.4843111700923,90.8678264232044,"barrel"
88,50,"barrel"
90,46,"barrel"
96.08,41.36,"barrel"
104.89,34,"barrel"
112,26.12,"barrel"
113.247516378352,20.0000008533706,"solid"
112.920294041685,21.7717062615533,"solid"
112.565355945998,23.5380679060721,"solid"
112.182789209188,25.2986522417074,"solid"
111.772687730477,27.0530271412531,"solid"
111.335152167356,28.8007620015802,"solid"
110.870289910888,30.5414278493261,"solid"
110.378215059344,32.2745974461847,"solid"
109.859048390198,33.9998453937694,"solid"
109.312917330485,35.7167482380256,"solid"
108.739955925526,37.4248845731652,"solid"
108.140304806021,39.123835145099,"solid"
107.514111153539,40.8131829543405,"solid"
106.861528664388,42.4925133583562,"solid"
106.182717511895,44.1614141733383,"solid"
105.477844307087,45.8194757753727,"solid"
104.747082057801,47.4662912009797,"solid"
103.990610126222,49.1014562470009,"solid"
103.208614184852,50.7245695698093,"solid"
102.401286170944,52.3352327838172,"solid"
101.568824239392,53.9330505592577,"solid"
100.71143271409,55.5176307192172,"solid"
99.8293220377845,57.0885843358926,"solid"
98.9227087204237,58.6455258260526,"solid"
97.9918152860139,60.1880730456768,"solid"
97.0368702180028,61.7158473837512,"solid"
96.0581079031993,63.2284738551968,"solid"
95.0557685742444,64.7255811929077,"solid"
94.0300982506471,66.2068019388768,"solid"
92.9813486784,67.6717725343869,"solid"
91.9097772681899,69.1201334092443,"solid"
90.8156470322168,70.5515290700338,"solid"
89.6992265196393,71.9656081873726,"solid"
88.5607897506605,73.3620236821429,"solid"
87.4006161492707,74.7404328106805,"solid"
86.2189904746642,76.1004972488996,"solid"
85.0162027513466,77.4418831753331,"solid"
83.7925481979495,78.7642613530675,"solid"
82.5483271547706,80.0673072105523,"solid"
81.2838450100566,81.350700921265,"solid"
79.9994121250467,82.6141274822105,"solid"
78.6953437577964,83.8572767912377,"solid"
77.3719599857987,85.079843723152,"solid"
76.0295856274222,86.2815282046075,"solid"
74.6685501621866,87.462035287758,"solid"
73.2891876498931,88.621075222651,"solid"
71.8918366486308,89.7583635283453,"solid"
70.4768401316799,90.8736210627355,"solid"
69.0445454033295,91.9665740910662,"solid"
67.5953040136344,93.0369543531189,"solid"
83.25,52,"solid"
83,50,"solid"
87.27,42.85,"solid"
98.09,33.59,"solid"
108.75,29.11,"solid"
102.57,33.2,"solid"
