"x","y"
0,0
-0.236836836836837,0.23751821997436
-0.473673673673674,0.475036439948721
-0.710510510510511,0.712554659923081
-0.947347347347347,0.950072879897441
-1.18418418418418,1.1875910998718
-1.42102102102102,1.42510931984616
-1.65785785785786,1.66262753982052
-1.89469469469469,1.90014575979488
-2.13153153153153,2.13766397976924
-2.36836836836837,2.3751821997436
-2.60520520520521,2.61270041971796
-2.84204204204204,2.85021863969232
-3.07887887887888,3.08773685966668
-3.31571571571572,3.32525507964104
-3.55255255255255,3.56277329961541
-3.78938938938939,3.80029151958977
-4.02622622622623,4.03780973956413
-4.26306306306306,4.27532795953849
-4.4998998998999,4.51284617951285
-4.73673673673674,4.75036439948721
-4.97357357357357,4.98788261946157
-5.21041041041041,5.22540083943593
-5.44724724724725,5.46291905941029
-5.68408408408408,5.70043727938465
-5.92092092092092,5.93795549935901
-6.15775775775776,6.17547371933337
-6.39459459459459,6.41299193930773
-6.63143143143143,6.65051015928209
-6.86826826826827,6.88802837925645
-7.10510510510511,7.12554659923081
-7.34194194194194,7.36306481920517
-7.57877877877878,7.60058303917953
-7.81561561561562,7.83810125915389
-8.05245245245245,8.07561947912825
-8.28928928928929,8.31313769910261
-8.52612612612613,8.55065591907697
-8.76296296296296,8.78817413905133
-8.9997997997998,9.02569235902569
-9.23663663663664,9.26321057900005
-9.47347347347347,9.50072879897441
-9.71031031031031,9.73824701894877
-9.94714714714715,9.97576523892313
-10.183983983984,10.2132834588975
-10.4208208208208,10.4508016788719
-10.6576576576577,10.6883198988462
-10.8944944944945,10.9258381188206
-11.1313313313313,11.1633563387949
-11.3681681681682,11.4008745587693
-11.605005005005,11.6383927787437
-11.8418418418418,11.875910998718
-12.0786786786787,12.1134292186924
-12.3155155155155,12.3509474386667
-12.5523523523524,12.5884656586411
-12.7891891891892,12.8259838786155
-13.026026026026,13.0635020985898
-13.2628628628629,13.3010203185642
-13.4996996996997,13.5385385385385
-13.7365365365365,13.7760567585129
-13.9733733733734,14.0135749784873
-14.2102102102102,14.2510931984616
-14.447047047047,14.488611418436
-14.6838838838839,14.7261296384103
-14.9207207207207,14.9636478583847
-15.1575575575576,15.2011660783591
-15.3943943943944,15.4386842983334
-15.6312312312312,15.6762025183078
-15.8680680680681,15.9137207382821
-16.1049049049049,16.1512389582565
-16.3417417417417,16.3887571782309
-16.5785785785786,16.6262753982052
-16.8154154154154,16.8637936181796
-17.0522522522523,17.1013118381539
-17.2890890890891,17.3388300581283
-17.5259259259259,17.5763482781027
-17.7627627627628,17.813866498077
-17.9995995995996,18.0513847180514
-18.2364364364364,18.2889029380257
-18.4732732732733,18.5264211580001
-18.7101101101101,18.7639393779745
-18.9469469469469,19.0014575979488
-19.1837837837838,19.2389758179232
-19.4206206206206,19.4764940378975
-19.6574574574575,19.7140122578719
-19.8942942942943,19.9515304778463
-20.1311311311311,20.1890486978206
-20.367967967968,20.426566917795
-20.6048048048048,20.6640851377694
-20.8416416416416,20.9016033577437
-21.0784784784785,21.1391215777181
-21.3153153153153,21.3766397976924
-21.5521521521522,21.6141580176668
-21.788988988989,21.8516762376412
-22.0258258258258,22.0891944576155
-22.2626626626627,22.3267126775899
-22.4994994994995,22.5642308975642
-22.7363363363363,22.8017491175386
-22.9731731731732,23.039267337513
-23.21001001001,23.2767855574873
-23.4468468468468,23.5143037774617
-23.6836836836837,23.751821997436
-23.9205205205205,23.9893402174104
-24.1573573573574,24.2268584373848
-24.3941941941942,24.4643766573591
-24.631031031031,24.7018948773335
-24.8678678678679,24.9394130973078
-25.1047047047047,25.1769313172822
-25.3415415415415,25.4144495372566
-25.5783783783784,25.6519677572309
-25.8152152152152,25.8894859772053
-26.0520520520521,26.1270041971796
-26.2888888888889,26.364522417154
-26.5257257257257,26.6020406371284
-26.7625625625626,26.8395588571027
-26.9993993993994,27.0770770770771
-27.2362362362362,27.3145952970514
-27.4730730730731,27.5521135170258
-27.7099099099099,27.7896317370002
-27.9467467467467,28.0271499569745
-28.1835835835836,28.2646681769489
-28.4204204204204,28.5021863969232
-28.6572572572573,28.7397046168976
-28.8940940940941,28.977222836872
-29.1309309309309,29.2147410568463
-29.3677677677678,29.4522592768207
-29.6046046046046,29.689777496795
-29.8414414414414,29.9272957167694
-30.0782782782783,30.1648139367438
-30.3151151151151,30.4023321567181
-30.551951951952,30.6398503766925
-30.7887887887888,30.8773685966668
-31.0256256256256,31.1148868166412
-31.2624624624625,31.3524050366156
-31.4992992992993,31.5899232565899
-31.7361361361361,31.8274414765643
-31.972972972973,32.0649596965386
-32.2098098098098,32.302477916513
-32.4466466466466,32.5399961364874
-32.6834834834835,32.7775143564617
-32.9203203203203,33.0150325764361
-33.1571571571572,33.2525507964104
-33.393993993994,33.4900690163848
-33.6308308308308,33.7275872363592
