"FullName","TARAbbrev","TMAbbrev","PlayByPlayStyle","URL","ScheduleStyle","TeamWithNickname"
"SaintPeters","SPU","SPU_PEA","","",NA,NA
"SaintPeters","SPU","SPU_PEA","","",NA,NA
"SaintRose","SR2","","","",NA,""
"SonomaSt","SS2","","","",NA,""
"SacramentoState","SST","","","",NA,NA
"SacramentoSt","SST","","","",NA,""
"SavannahState","SSU","","","",NA,NA
"SavannahSt","SSU","","","",NA,""
"StThomas(FL)","ST-","","","",NA,""
"Stanford","STA","","","",NA,""
"Stetson","STE","","","",NA,NA
"","STE","","","",NA,"StetsonHatters"
"St.John's","STJ","","","",NA,NA
"St.Johns","STJ","","","",NA,NA
"StJohn&#x27;s(NY)","STJ","","","",NA,NA
"StJohn's(NY)","STJ","","","",NA,NA
"","STJ","","","",NA,"StJohn&#x27;s"
"","STJ","","","",NA,"StJohn's"
"SaintJoseph's","SJO","","","",NA,NA
"SIUE","SUE","SOU_COU","","",NA,""
"SouthernUtah","SUT","","","",NA,""
"ShawneeSt","SW4","","","",NA,""
"TexasA&M","TAM","TEX_AGG","","",NA,NA
"","TAM","TEX_AGG","","",NA,"TexasA&amp;MAggies"
"TexasChristian","TCU","TCU_HFG","","",NA,NA
"TCU","TCU","TCU_HFG","","",NA,""
"","TCU","TCU_HFG","","",NA,"TCUHornedFrogs"
"TCU,Texas","TCU","TCU_HFG","","",NA,""
"Temple","TEM","","","",NA,NA
"Tennessee","TEN","","","",NA,NA
"Tennessee,Texas","TEN","","","",NA,""
"","TEN","","","",NA,"TennesseeVolunteers"
"Texas","TEX","TEX_LON","","",NA,NA
"Thomas(ME)","TH3","","","",NA,""
"ThomasMore","TM3","","","",NA,""
"UTMartin","TMA","","","",NA,NA
"TennesseeTech","TNT","","","",NA,NA
"Toledo","TOL","TOL_ROC","","",NA,NA
"Towson","TOW","TOW_TIG","","",NA,NA
"","TOW","","","",NA,"TowsonTigers"
"Trinity(CT)","TR3","","","",NA,""
"UTRGV","TRG","","","",NA,""
"Troy","TRY","TRO_TRJ","","",NA,NA
"UTSA","TSA","","","",NA,""
"TexasSt","TSU","TEX_BOB","","",NA,""
"TexasTech","TTU","","","",NA,NA
"TexasTech,TX","TTU","","","",NA,""
"TexasTech,Texas","TTU","","","",NA,""
"Tuskegee","TU2","","","",NA,""
"Tulane","TUL","","","",NA,""
"","TUL","","","",NA,"TulaneGreenWave"
"TexasSouthern","TXS","","","",NA,NA
"TexasSouthern","TXS","","","",NA,NA
"Taylor(IN)","TY3","","","",NA,""
"UAB","UAB","","","",NA,NA
"UAB","UAB","","","",NA,NA
"","UAB","","","",NA,"UABBlazers"
"UCClermont","CC8","","","",NA,""
"UCDavis","UCD","","","",NA,NA
"UCF","UCF","","","",NA,NA
"UCF","UCF","","","",NA,NA
"UCIrvine","UCI","","","",NA,NA
"UCLA","UCL","UCL_BRU","","",NA,NA
"","UCL","","","",NA,"UCLABruins"
"Connecticut","UCO","UCO_HUS","","",NA,NA
"UConn","UCO","UCO_HUS","","",NA,NA
"","UCO","UCO_HUS","","",NA,"UConnHuskies,UConn"
"UCRiverside","UCR","","","",NA,NA
"UCSANTABARBARA","UCS","","","",NA,NA
"","UCS","","","",NA,"UCSantaBarbaraGauchos"
"Florida","UFL","","","",NA,NA
"Georgia","UGA","UGA_BUL","","",NA,NA
"Kentucky","UKE","","","",NA,NA
"","UKE","KEN_WIL","","",NA,"KentuckyWildcats"
"Louisiana","ULL","","","",NA,""
"","ULL","","","",NA,"LouisianaRagin'Cajuns"
"UMBC","UMB","UMBC_RET","","",NA,NA
"","UMB","","","",NA,"UMBCRetrievers"
"Maryland","UMD","UMD_TER","","",NA,NA
"","UMD","MAR_TER","","",NA,"MarylandTerrapins,Terps"
"UMass-Lowel","UML","UMASS_RIV","","",NA,NA
"UMassLowell","UML","UMASS_RIV","","",NA,""
"","UML","UMASS_RIV","","",NA,"UMassLowellRiverHawks"
"NCATBB","UNA","NOR_AGG","","",NA,NA
"UNCA&T","UNA","NOR_AGG","","",NA,NA
"NCA&T","UNA","NOR_AGG","","",NA,NA
"NorthCarolina","UNC","NOR_TAR","","http://www.goheels",NA,NA
"","UNC","","","",NA,"NorthCarolinaTarHeels"
"NewMexico","UNM","","","",NA,""
"USC-Upstate","UPS","","","",NA,NA
"USCUpstate","UPS","","","",NA,NA
"","UPS","","","",NA,"USCUpstateSpartans"
"Urbana","UR2","","","",NA,""
"SouthCarolina","USC","SOU_GAM","","",NA,NA
"","USC","SOU_GAM","","",NA,"SouthCarolinaGamecocks"
"SouthFlorida","USF","","","",NA,NA
"SouthFlorida","USF","","","",NA,NA
"USF","USF","","","",NA,NA
"SouthFla","USF","","","",NA,""
"","USF","","","",NA,"SouthFlaBulls"
"Utah","UTA","UTA_UTE","","",NA,""
"UtahValley","UTV","UTA_WOL","","",NA,NA
"UtahValleyna","UTV","UTA_WOL","","",NA,""
"Virginia","UVA","VIR_CAV","","",NA,NA
"","UVA","","","",NA,"VirginiaCavaliers"
"Valparaiso","VAL","","","",NA,NA
"Valparaiso/a>","VAL","","","",NA,""
"","VAL","","","",NA,"ValparaisoCrusaders"
"Vanderbilt","VAN","","","",NA,NA
"","VAN","","","",NA,"VanderbiltCommodores"
"VirginiaTech","VAT","VT","","",NA,NA
"","VAT","","","",NA,"VirginiaTechHokies"
"VCU","VCU","VCU_RAM","","",NA,NA
"","VCU","","","",NA,"VCURams"
"Villanova","VIL","","","",NA,NA
"Villanova","VIL","VIL_WIL","","",NA,NA
"","VIL","","","",NA,"VillanovaWildcats"
"VIRGINIAMILITARYINSTITUTE","VMI","VIR_KEY","","",NA,NA
"VMI","VMI","VIR_KEY","","",NA,NA
"","VMI","","","",NA,"VMIKeydets"
"VirginiaSt","VG2","","","",NA,""
"VaWesleyan","VW3","","","",NA,""
"William&Mary","W&M","WM_TRI","","",NA,NA
"WilliamandMary","W&M","WIL_TRI","","",NA,NA
"","W&M","","","",NA,"William&amp;MaryTribe"
"","W&M","","","",NA,"William&&MaryTribe"
"Wabash","WA3","","","",NA,""
"WakeForest","WAF","WAK_DEA","","",NA,NA
"","WAF","","","",NA,"WakeForestDemonDeacons"
"WAGNER","WAG","","","",NA,NA
"Wagner","WAG","","","",NA,NA
"WagnerCollege","WAG","","","",NA,NA
"","WAG","","","",NA,"WagnerSeahawks"
"Webster","WB3","","","",NA,""
"WesternCarolina","WCU","WCU_CAT","","",NA,NA
"WesternCaro","WCU","WCU_CAT","","",NA,NA
"","WCU","","","",NA,"WesternCaroCatamounts"
"Wingate","WG2","","","",NA,""
"Wilmington(DE)","WI2","","","",NA,""
"Winthrop","WIN","WIN_EAG","","",NA,NA
"","WIN","","","",NA,"WinthropEagles"
"Winthrop,NC","WIN","","","",NA,""
"WichitaState","WST","WIC_SHO","","",NA,NA
"WesternKentucky","WKU","WKU_HIL","","",NA,NA
"WesternKy","WKU","","","",NA,NA
"","WKU","","","",NA,"WesternKyHilltoppers"
"WesternMichigan","WMU","WMU_BRO","","",NA,NA
"WesternMich","WMU","","","",NA,""
"","WMU","","","",NA,"WesternMichBroncos"
"Wofford","WOF","WOF_TER","","",NA,NA
"","WOF","","","",NA,"WoffordTerriers"
"WrightState","WRI","","","",NA,NA
"WrightSt.","WRI","","","",NA,NA
"WrightState","WRI","","","",NA,NA
"WrightSt","WRI","","","",NA,NA
"","WRI","","","",NA,"WrightStRaiders"
"Wesleyan(CT)","WS3","","","",NA,""
"Washington","WSH","WAS_HUS","","",NA,""
"WichitaSt.","WST","WIC_SHO","","",NA,NA
"WichitaSt","WST","WIC_SHO","","",NA,""
"WashingtonSt","WSU","","","",NA,""
"","WSU","","","",NA,"WashingtonStCougars"
"WestVaTech","WV4","","","",NA,""
"WestVirginia","WVU","WES_MOU","","",NA,NA
"","WVU","WES_MOU","","",NA,"WestVirginiaMountaineers"
"Xavier","XAV","XAV_MUS","","",NA,NA
"Xavier,Ohio</a>","XAV","","","",NA,""
"","XAV","","","",NA,"XavierMusketeers"
"Yale","YAL","YAL_BUL","","",NA,""
"","YAL","YAL_BUL","","",NA,"YaleElis,Bulldogs"
"YoungstownState","YOU","YOU_PEN","","",NA,NA
"YoungstownSt","YOU","","","",NA,""
"","YOU","","","",NA,"YoungstownStPenguins"
"UIC","UIC",NA,NA,NA,NA,NA
"CentralFlorida","UCF","","","",NA,""
"OregonState","OSU","","","",NA,""
"Mississippi","OLE","","","",NA,""
"WashingtonState","WSU","","","",NA,""
"FloridaIntl","FIU","","","",NA,""
"MiddleTennState","MTN","","","",NA,""
"Alabama-Birmingham","UAB","","","",NA,""
"UNCCharlotte","CHA","","","",NA,""
"Texas-SanAntonio","TSA","","","",NA,""
"MissouriState","MZS","MIS_BEA","","",NA,""
"ArkansasState","ARS","ASU_RED","","",NA,""
"TexasState","TSU","TEX_BOB","","",NA,""
"Ark-LittleRock","ALR","","","",NA,""
"Louisiana-Lafayette","ULL","","","",NA,""
"Louisiana-Monroe","LAM","ULM_WAR","","",NA,""
"Texas-Arlington","ARL","","","",NA,""
"CalStateBakersfield","CSB","","","",NA,""
"NewMexicoState","NMS","","","",NA,""
"Seattle","SEA","","","",NA,""
"NorthernColorado","NCO","","","",NA,""
"UtahValleyState","UTV","UTA_WOL","","",NA,""
"EastTennesseeState","ETS","","","",NA,""
"UNC-Greensboro","NCG","","","",NA,""
"VaMilitaryInst","VMI","","","",NA,""
"NewJerseyTech","NJT","","","",NA,""
"Lamar","LMR","","","",NA,""
"McNeeseState","MCN","","","",NA,""
"NichollsState","NIC","","","",NA,""
"SamHoustonState","SHS","","","",NA,""
"SELouisiana","SLA","","","",NA,""
"StephenFAustin","SFA","","","",NA,""
"TexasA&M-CorpusChristi","&CC","","","",NA,""
"CentralArkansas","CAR","","","",NA,""
"PresbyterianCollege","PRC","PRE_BLH","","",NA,""
"BrighamYoung","BYU","BYU_COU","","",NA,""
"StMary's(CA)","SMY","","","",NA,""
"UniversityatBuffalo","BUF","","","",NA,""
"LafayetteCollege","LAF","","","",NA,""
"Army","AMY","","","",NA,""
"DavidsonCollege","DAV","","","",NA,""
"VaCommonwealth","VCU","","","",NA,""
"EasternIllinois","EIL","","","",NA,""
"MoreheadState","MHS","","","",NA,""
"SEMissouriState","SEM","SOU_RED","","",NA,""
"SIU-Edwardsville","SUE","SOU_COU","","",NA,""
"UMD-BaltimoreCty","UMB","","","",NA,""
"Massachusetts-Lowell","UML","UMASS_RIV","","",NA,""
"UWMilwaukee","MIL","","","",NA,""
"IndianaU-PurdueU-FW","FWU","","","",NA,""
"NorthDakotaState","NDS","","","",NA,""
"WesternIllinois","ILW","","","",NA,""
"CanisiusCollege","CIS","","","",NA,""
"ManhattanCollege","MAN","","","",NA,""
"SienaCollege","SIE","","","",NA,""
"Pennsylvania","PEN","","","",NA,""
"BryantUniversity","BRY","BRY_BUL","","",NA,""
"CentralCtState","CCU","","","",NA,""
"LongIsland-Brooklyn","LIU","","","",NA,""
"MountSaintMary","MSM","","","",NA,""
"JacksonState","JST","","","",NA,""
"MissValleySt","MVS","","","",NA,""
"PrairieViewA&M","PRV","","","",NA,""
"Southern","SOU","SOU_JAG","","",NA,""
"CoppinStateCollege","COP","","","",NA,""
"NCA&TState","UNA","NOR_AGG","","",NA,""
"Maryland-EasternShore","MES","","","",NA,""
"Tennessee-Martin","TMA","","","",NA,""
"NebraskaatOmaha","NEO","","","",NA,""
"Kentucky","UKE","KEN_WIL",NA,NA,NA,"KentuckyWildcats"
"","BSU","BAL_CAR","","",0,"BallStCardinals"
"","SIE","","","",0,"SienaSaints"
"","SIU","","","",0,"SouthernIllSalukis"
"","BOC","","","",0,"BostonCollegeEagles"
"","MIA","","","",0,"Miami(FL)Hurricanes"
"IPFW","FWU","","","",0,""
"NA","NA","","","",0,""
"NA","NA","","","",0,""
"Asbury","AS4","","","",0,""
"IndianaTech","IT4","","","",0,""
"Mid-AmerChristian","MA4","","","",0,""
"RobertMorris-S'fiel","RM4","","","",0,""
"StCatharine","SC4","","","",0,""
"Tougaloo","TU4","","","",0,""
"Cumberlands(KY)","CM4","","","",0,""
"Lane","LE4","","","",0,""
"LeMoyne-Owen","LO2","","","",0,""
"Miles","MI2","","","",0,""
"","MIC","MIC_WOL","","",0,"MichiganWolverines"
"","FGC","FGCU","","",0,"FGCUEagles"
"","GWU","","","",0,"Gardner-WebbRunnin'Bulldogs"
"","STJ","STJ_RED","","",0,"StJohn's(NY)RedStorm"
"","SJO","","","",0,"SaintJoseph'sHawks"
"","MOH","","","",0,"Miami(OH)RedHawks"
"","TAM","TEX_AGG","","",0,"TexasA&MAggies"
"","ALB","","","",0,"Albany(NY)GreatDanes"
"","W&M","","","",0,"William&MaryTribe"
"","NCS","","","",0,"NCStateWolfpack"
"","AAM","ALA_ANM","","",0,"AlabamaA&MBulldogs"
"","SMY","","","",0,"SaintMary's(CA)Gaels"
"","SUE","SOU_COU","","",0,"SIUECougars"
"","APU","","","",0,"AustinPeayGovernors"
"","BGS","","","",0,"BowlingGreenFalcons"
"","SFA","","","",0,"SFALumberjacks"
"","PRV","","","",0,"PrairieViewPanthers"
"","INW","","","",0,"IncarnateWordCardinals"
"","TTU","","","",0,"TexasTechRedRaiders"
"","BAY","BAL_BEA","","",0,"BaylorBears"
"","TRG","","","",0,"UTRGVVaqueros"
"","BRO","BRO_BEA","","",0,"BrownBears"
"","TEX","TEX_LON","","",0,"TexasLonghorns"
"","MEM","MT","","",0,"MemphisTigers"
"","FUR","","","",0,"FurmanPaladins"
"","NIC","","","",0,"NichollsStColonels"
"","FWU","","","",0,"FortWayneMastodons"
"","NJT","","","",0,"NJITHighlanders"
"","MIZ","MIZ_TIG","","",0,"MissouriTigers"
"","NCC","NOR_EAG","","",0,"NCCentralEagles"
"","LEH","","","",0,"LehighMountainHawks"
"","FDC","","","",0,"FairleighDickinsonKnights"
"","BUC","BUC_BIS","","",0,"BucknellBison"
"","HAF","","","",0,"HartfordHawks"
"","BUT","","","",0,"ButlerBulldogs"
"Earlham","ER3","","","",0,""
"Bellarmine","BM2","","","",0,""
"","BON","","","",0,"StBonaventureBonnies"
"","CMU","","","",0,"CentralMichChippewas"
"Madonna","MD4","","","",0,""
"SaginawValley","SV2","","","",0,""
"Calvin","CV3","","","",0,""
"Davenport","DV4","","","",0,""
"Northwood","NW2","","","",0,""
"","FAM","","","",0,"FloridaA&MRattlers"
"","TSA","","","",0,"UTSARoadrunners"
"","COP","","","",0,"CoppinStEagles"
"","NAV","NAV_MID","","",0,"NavyMidshipmen"
"Susquehanna","SQ3","","","",0,""
"ChestnutHill","CH2","","","",0,""
"WashingtonCol","WC3","","","",0,""
"","LAF","","","",0,"LafayetteLeopards"
"","UNA","NOR_AGG","","",0,"NCA&TAggies"
"","NEB","","","",0,"NebraskaCornhuskers,Huskers"
"Neb-Kearney","NK2","","","",0,""
"","UCF","","","",0,"UCFKnights"
"","SSU","","","",0,"SavannahStTigers"
"SCBeaufort","SB4","","","",0,""
"","PEN","","","",0,"PennQuakers"
"","JAC","","","",0,"JacksonvilleDolphins"
"","BRA","","","",0,"BradleyBraves"
"CornellCollege","CR3","","","",0,""
"RobertMorris-Peoria","RP4","","","",0,""
"Eureka","EU3","","","",0,""
"IllinoisCol","IL3","","","",0,""
"MtVernonNaz","MV4","","","",0,""
"UMassDartmouth","MD3","","","",0,""
"Ill-Springfield","IS2","","","",0,""
"Wash&Jeff","WJ3","","","",0,""
"","MAS","","","",0,"MassachusettsMinutemen"
"","NCG","","","",0,"UNCGSpartans"
"","NEV","","","",0,"NevadaWolfPack"
"SacramentoStna","SST","","","",0,""
"","BIN","","","",0,"BinghamtonBearcats"
"","FIU","","","",0,"FIUPanthers"
"PalmBeachAtl","PB2","","","",0,""
"FlaMemorial","FM4","","","",0,""
"","HOU","","","",0,"HoustonCougars"
"","COR","COR_BRE","","",0,"CornellBigRed"
"Rollins","RO2","","","",0,""
"Huntington","HU4","","","",0,""
"","SST","","","",0,"SacramentoStHornets"
"WilliamJessup","WJ4","","","",0,""
"Menlo","MN4","","","",0,""
"Simpson(CA)","SI4","","","",0,""
"","MIL","","","",0,"MilwaukeePanthers"
"Edgewood","EG3","","","",0,""
"MSOE","ME3","","","",0,""
"Wis-Parkside","WP2","","","",0,""
"Wis-Superior","WI3","","","",0,""
"WisLutheran","WL3","","","",0,""
"Carroll(WI)","CW3","","","",0,""
"CardinalStritch","CS4","","","",0,""
"","UGA","","","",0,"GeorgiaBulldogs"
"","CCU","","","",0,"CentralConnStBlueDevils"
"","SDK","","","",0,"SouthDakotaStJackrabbits"
"Waldorf","WD4","","","",0,""
"Minn-Crookston","MK2","","","",0,""
"DakotaWesleyan","DW4","","","",0,""
"MayvilleSt","MY4","","","",0,""
"DakotaSt","DK4","","","",0,""
"MidAmericaNaz","MZ4","","","",0,""
"Winnipeg(CAN)","WN4","","","",0,""
"MtMarty","MM4","","","",0,""
"SiouxFalls","SF2","","","",0,""
"","FAU","","","",0,"FlaAtlanticOwls"
"","MTN","","","",0,"MiddleTennBlueRaiders"
"","NYI","","","",0,"NYITBears"
"","ILL","ILL_ILL","","",0,"IllinoisFightingIllini"
"","TSU","TEX_BOB","","",0,"TexasStBobcats"
"","NCO","","","",0,"NorthernColoBears"
"Regis(CO)","RG2","","","",0,""
"MSUDenver","MD2","","","",0,""
"UC-ColoSprings","CL2","","","",0,""
"AdamsSt","AC2","","","",0,""
"","HAW","","","",0,"HawaiiRainbowWarriors"
"","UTV","UTA_WOL","","",0,"UtahValleyWolverines"
"","FRE","","","",0,"FresnoStBulldogs"
"","MSU","","","",0,"MichiganStSpartans"
"","PRC","PRE_BLH","","",0,"PresbyterianBlueHose"
"","DRT","","","",0,"DartmouthBigGreen"
"SouthernMe","SM3","","","",0,""
"Amherst","AH3","","","",0,""
"Vassar","VS3","","","",0,""
"SlipperyRock","SL2","","","",0,""
"Babson","BB3","","","",0,""
"","SAM","","","",0,"SamfordBulldogs"
"","TNT","","","",0,"TennesseeTechGoldenEagles"
"Berea","BK3","","","",0,""
"","TOL","","","",0,"ToledoRockets"
"","EIL","","","",0,"EasternIllPanthers"
"Millikin","MK3","","","",0,""
"Benedictine-Sprngfld","BS4","","","",0,""
"","UCR","","","",0,"UCRiversideHighlanders"
"","NEO","","","",0,"OmahaMavericks"
"SaintLeo","SO2","","","",0,""
"","IOW","","","",0,"IowaHawkeyes"
"Loras","LR3","","","",0,""
"GrandView","GV4","","","",0,""
"Northwestern(IA)","NW4","","","",0,""
"PointU","PT4","","","",0,""
"AIBCollege","AI4","","","",0,""
"UpperIowa","UI2","","","",0,""
"","MES","","","",0,"UMESHawks"
"","MAN","","","",0,"ManhattanJaspers"
"SantaClarana","SCU","","","",0,""
"","GRS","","","",0,"GramblingTigers"
"Wiley","WL4","","","",0,""
"JarvisChristian","JC4","","","",0,""
"TexasCol","TX4","","","",0,""
"ManhattanChrst","MC6","","","",0,""
"Selma","SM_","","","",0,""
"Centenary(LA)","CL3","","","",0,""
"","NIU","NIU_HUS","","",0,"NorthernIllHuskies"
"","ALR","","","",0,"LittleRockTrojans"
"","WST","WIC_SHO","","",0,"WichitaStShockers"
"KanWesleyan","KW4","","","",0,""
"SoutheasternOkla","SK2","","","",0,""
"StGregory's","SG4","","","",0,""
"NortheasternSt","NE2","","","",0,""
"","SDU","","","",0,"SanDiegoToreros"
"SanDiegoChristian","SD4","","","",0,""
"","HCU","","","",0,"HolyCrossCrusaders"
"Lesley","LS3","","","",0,""
"AnnaMaria","AM3","","","",0,""
"","HBU","","","",0,"HoustonBaptistHuskies"
"","SHE","","","",0,"SacredHeartPioneers"
"","PAC","","","",0,"PacificTigers"
"","UCI","","","",0,"UCIrvineAnteaters"
"","CSF","","","",0,"CalStFullertonTitans"
"","CAP","","","",0,"CalPolyMustangs"
"","NLV","","","",0,"UNLVRebels"
"","NWS","","","",0,"NorthwesternWildcats"
"Wheaton(IL)","WH3","","","",0,""
"StFrancis(IL)","SF4","","","",0,""
"StXavier","SX4","","","",0,""
"","NMS","","","",0,"NewMexicoStAggies"
"BenedictineMesa","BM4","","","",0,""
"SulRossSt","SR3","","","",0,""
"","OSU","","","",0,"OregonStBeavers"
"","ARL","","","",0,"UTArlingtonMavericks"
"TexasWesleyan","TW4","","","",0,""
"ArlingtonBaptist","AB5","","","",0,""
"Dallas","TD3","","","",0,""
"","DAB","DAL_PAT","","",0,"DBUPatriots"
"","SHS","","","",0,"SamHoustonStBearkats"
"","CAL","","","",0,"CaliforniaGoldenBears"
"","UFL","","","",0,"FloridaGators"
"","LMR","","","",0,"LamarUniversityCardinals"
"","BET","","","",0,"Bethune-CookmanWildcats"
"","ISU","","","",0,"IndianaStSycamores"
"","MSS","MSU_BDG","","",0,"MississippiStBulldogs"
"","STA","","","",0,"StanfordCardinal"
"","ORO","ORA_GOL","","",0,"OralRobertsGoldenEagles"
"","CRE","","","",0,"CreightonBluejays"
"","CSN","CAL_MAT","","",0,"CSUNMatadors"
"","PUR","","","",0,"PurdueBoilermakers"
"Anderson(IN)","AN3","","","",0,""
"","MHS","","","",0,"MoreheadStEagles"
"Campbellsville","CB4","","","",0,""
"Georgetown(KY)","GT4","","","",0,""
"","EMI","","","",0,"EasternMichEagles"
"WayneSt(MI)","WS2","","","",0,""
"SienaHeights","SH4","","","",0,""
"Concordia(MI)","CC4","","","",0,""
"","JST","","","",0,"JacksonStTigers"
"Concordia(AL)","CC_","","","",0,""
"Rust","RU3","","","",0,""
"Loyola(LA)","LL4","","","",0,""
"","AMY","","","",0,"ArmyWestPointBlackKnights"
"","SAU","SAL_JAG","","",0,"SouthAlaJaguars"
"","MVS","","","",0,"MississippiValDeltaDevils"
"DeltaSt","DT2","","","",0,""
"Belhaven","BH5","","","",0,""
"WestFlorida","WF2","","","",0,""
"BlueMountain(MS)","BL4","","","",0,""
"","AFU","AIR_FOR","","",0,"AirForceFalcons"
"","ORL","","","",0,"NewOrleansPrivateers"
"SouthernArk","AK2","","","",0,""
"WilliamCarey","WC4","","","",0,""
"Stillman","ST4","","","",0,""
"Mobile","MO4","","","",0,""
"SpringHill","SG2","","","",0,""
"ValdostaSt","VS2","","","",0,""
"WestGa","WE2","","","",0,""
"ChristianBros","CR2","","","",0,""
"WestAla","WA2","","","",0,""
"","MCN","","","",0,"McNeeseCowboys"
"","SLU","","","",0,"SaintLouisBillikens"
"McKendree","ME2","","","",0,""
"Rockhurst","RH2","","","",0,""
"Washington-StLouis","SL3","","","",0,""
"","ILW","","","",0,"WesternIllLeathernecks"
"StAmbrose","SA4","","","",0,""
"Blackburn","BU3","","","",0,""
"Culver-Stockton","CU4","","","",0,""
"","SJS","","","",0,"SanJoseStSpartans"
"CalStEastBay","CE2","","","",0,""
"","EVN","EVA_ACE","","",0,"EvansvillePurpleAces"
"SouthernInd","SI2","","","",0,""
"OaklandCity","OC5","","","",0,""
"","UIC","","","",0,"Ill-ChicagoFlames"
"Viterbo","VI4","","","",0,""
"Rockford","RF3","","","",0,""
"","MZS","MIS_BEA","","",0,"MissouriStBears"
"","SPU","","","",0,"SaintPeter''sPeacocks"
"","GON","","","",0,"GonzagaBulldogs;Zags"
"","MSM","","","",0,"MtStMary'sMountaineers"
"","MSM","","","",0,"MtStMary''sMountaineers"
"","UCD","","","",0,"UCDavisAggies"
"","SCU","","","",0,"SantaClaraBroncos"
"","SOU","SOU_JAG","","",0,"SouthernUJaguars"
"TexasSouthern,TX","TXS","","","",0,""
"","UTA","UTA_UTE","","",0,"UtahUtes"
"","BAM","","","",0,"AlabamaCrimsonTide"
"","TMA","","","",0,"UTMartinSkyhawks"
"BETHEL(IN)","BC4",NA,NA,NA,NA,NA
"Bethel(TN)","BT4","","","",0,""
"Union(TN)","UN2","","","",0,""
"","CAR","","","",0,"CentralArkBears"
"","TRY","TRO_TRJ","","",0,"TroyTrojans"
"","LAM","ULM_WAR","","",0,"La-MonroeWarhawks"
"","POR","","","",0,"PortlandPilots"
"Concordia(OR)","CC2","","","",0,""
"","SMI","","","",0,"SouthernMissGoldenEagles"
"","COL","","","",0,"ColumbiaLions"
"","WSH","WAS_HUS","","",0,"WashingtonHuskies"
"","LAT","","","",0,"LouisianaTechBulldogs"
"","HAR","","","",0,"HarvardCrimson"
"","MIN","","","",0,"MinnesotaGoldenGophers"
"Augsburg","AU3","","","",0,""
"SaintMary's(MN)","MA3","","","",0,""
"SaintJohn's(MN)","SJ3","","","",0,""
"Carleton","CT3","","","",0,""
"Concordia-M'head","CC3","","","",0,""
"Hamline","HM3","","","",0,""
"StThomas(MN)","ST3","","","",0,""
"","SEM","SOU_RED","","",0,"SoutheastMoStRedhawks"
"MissouriS&T","M&2","","","",0,""
"Hannibal-LaGrange","HL4","","","",0,""
"","ABC","","","",0,"AbileneChristianWildcats"
"TexPermianBasin","TP2","","","",0,""
"EastCentral","EC2","","","",0,""
"McMurry","MM3","","","",0,""
"CentralMo","CZ2","","","",0,""
"TexA&M-Kingsville","&K2","","","",0,""
"NMHighlands","NH2","","","",0,""
"TarletonSt","TS2","","","",0,""
"EasternNM","EN2","","","",0,""
"Cameron","CA2","","","",0,""
"WestTexA&M","WT2","","","",0,""
"AngeloSt","AG2","","","",0,""
"ArkansasTech","AR2","","","",0,""
"ColoChristian","CN2","","","",0,""
"","&CC","","","",0,"A&M-CorpusChrisIslanders"
"Houston-Victoria","HV4","","","",0,""
"Fisher","FS4","","","",0,""
"","APB","","","",0,"Ark-PineBluffGoldenLions"
"","ORE","","","",0,"OregonDucks"
"","UNM","","","",0,"NewMexicoLobos"
"","SEA","","","",0,"SeattleURedhawks"
"PugetSound","PS3","","","",0,""
"BritishColum(CAN)","BR4","","","",0,""
"","TXS","","","",0,"TexasSouthernTigers"
"Huston-Tillotson","HT4","","","",0,""
"","NDS","","","",0,"NorthDakotaStBison"
"MinotSt","MN2","","","",0,""
"ValleyCitySt","VC4","","","",0,""
"Mary","MR4","","","",0,""
"NorthernSt","NR2","","","",0,""
"AmericanInt'l","AI2",NA,NA,NA,NA,NA
"Brevard","BV3",NA,NA,NA,NA,NA
"UCSanDiego","DG2",NA,NA,NA,NA,NA
"Dominican(NY)","DM2",NA,NA,NA,NA,NA
"Marian(IN)","MI4","","","",0,""
"Wilmington(OH)","WM3","","","",0,""
"CalumetCol","CL4","","","",0,""
"WestVirginiaSt","WV2","","","",0,""
"LSU-Shreveport","LS4","","","",0,""
"Tampa","TM2","","","",0,""
"Quincy","QC2","","","",0,""
"Maryville(MO)","MV2","","","",0,""
"Mo-StLouis","MS2","","","",0,""
"Findlay","FL2","","","",0,""
"Defiance","DF3","","","",0,""
"OurLadyoftheLake","LK4","","","",0,""
"OklaPanhandle","OP4","","","",0,""
"EmporiaSt","EP2","","","",0,""
"FlaSouthern","FD2","","","",0,""
"TexA&MInt'l","&I2","","","",0,""
"StMary's(TX)","ST2","","","",0,""
"LubbockChristian","LC2","","","",0,""
"Texas-Brownsville","TB4","","","",0,""
"Ind-SouthBend","IS4","","","",0,""
"Cleary","CY4","","","",0,""
"StFrancis(IN)","FI4","","","",0,""
"Truman","TR2","","","",0,""
"SaintAugustine's","AU2","","","",0,""
"Immaculata","IM3","","","",0,""
"DeSales","DS3","","","",0,""
"Drew","DW3","","","",0,""
"Scranton","SC3","","","",0,""
"LockHaven","LH2","","","",0,""
"Lewis","LW2","","","",0,""
"DBU","DAB","DAL_PAT","","",0,""
"La-Lafayette","ULL","","","",0,""
"McNeeseSt","MCN","","","",0,""
"NA","NA","","","",0,""
"ULLafayette","ULL","","","",0,""
"NA","NA","","","",0,""
"NA","NA","","","",0,""
"NA","NA","","","",0,""
"A&M-CorpusChristi","&CC","","","",0,""
"DallasChristian","DC5","","","",0,""
"UTexasArlington","ARL",NA,NA,NA,NA,NA
