"GameID","PlayID","PitchNo","Date","Time","PAofInning","PitchofPA","Pitcher","PitcherId","PitcherThrows","PitcherTeam","Batter","BatterId","BatterSide","BatterTeam","PitcherSet","Inning","Top.Bottom","Outs","Balls","Strikes","TaggedPitchType","AutoPitchType","PitchCall","KorBB","HitType","PlayResult","OutsOnPlay","RunsScored","Notes","RelSpeed","VertRelAngle","HorzRelAngle","SpinRate","SpinAxis","Tilt","RelHeight","RelSide","Extension","VertBreak","InducedVertBreak","HorzBreak","PlateLocHeight","PlateLocSide","ZoneSpeed","VertApprAngle","HorzApprAngle","ZoneTime","ExitSpeed","Angle","Direction","HitSpinRate","PositionAt110X","PositionAt110Y","PositionAt110Z","Distance","LastTrackedDistance","Bearing","HangTime","pfxx","pfxz","x0","y0","z0","vx0","vy0","vz0","ax0","ay0","az0","HomeTeam","AwayTeam","Stadium","Level","League","PitchUID","yyyymmdd","key","XCoord","YCoord","XLand","YLand","barrel","solid","F.B","topped","under","weak","ContactType","LAEVcol","Bases","Hit","X1B","X2B","X3B","HR","SH","Error","Out","K","BB","HBP","ExpOBP","ExpSLG","Exp2OPS","Pred_1B","Pred_2B","Pred_3B","Pred_HR","BBtype"
"UNC2UNC091816","UNC2UNC091816 02) 04",52,"9/18/16","2:02:31 PM",4,1,"Hiatt, Josh",8890011,"Right","NOR_TAR2","Jones, Utah",8890012,"Left","NOR_TAR","Undefined",2,"Bottom",2,0,0,"FB","FB","StrikeSwinging","Undefined","Undefined","Undefined",0,0,NA,90.48383424,-1.203536072,-3.516394617,2211.635517,225.185336,"1:30",5.982269825,2.419826716,5.74851852,-16.86963642,17.44940344,17.5951352,3.453851465,0.608661873,82.43940179,-4.36658895,-0.215413994,0.421637358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.43403165,9.704598179,-2.138538318,50,5.871996538,7.481383493,-131.4164501,-3.335741877,-18.22553979,28.15510957,-15.22263933,"NOR_TAR","NOR_TAR2","UNC","D1","ACC","0ee68c56-7dca-11e6-a963-3417ebb12bea","2016-09-18","UNC2UNC091816 02) 04 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"UNC2UNC091816","UNC2UNC091816 02) 04",53,"9/18/16","2:02:46 PM",4,2,"Hiatt, Josh",8890011,"Right","NOR_TAR2","Jones, Utah",8890012,"Left","NOR_TAR","Undefined",2,"Bottom",2,0,1,"FB","FB","FoulBall","Undefined","Undefined","Undefined",0,0,NA,91.62795052,-2.437610392,-3.130926381,2422.356691,224.2946709,"1:30",6.162263584,2.215466056,5.739609337,-14.96848134,18.61604989,18.19407106,2.640645071,0.813757978,83.33965805,-5.243448399,0.288137335,0.417100935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.67624484,10.70263161,-1.966141794,50,5.950191305,6.654220312,-133.0103329,-6.181924147,-19.0491899,29.60237731,-13.07777781,"NOR_TAR","NOR_TAR2","UNC","D1","ACC","1bfcf348-7dca-11e6-a963-3417ebb12bea","2016-09-18","UNC2UNC091816 02) 04 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"UNC2UNC091816","UNC2UNC091816 02) 04",54,"9/18/16","2:03:15 PM",4,3,"Hiatt, Josh",8890011,"Right","NOR_TAR2","Jones, Utah",8890012,"Left","NOR_TAR","Undefined",2,"Bottom",2,0,2,"FB","FB","BallCalled","Undefined","Undefined","Undefined",0,0,NA,90.12162679,0.441269442,-2.923553526,2179.392026,239.7279911,"2:00",5.891024249,2.166506024,5.840117704,-24.33779439,10.31960664,17.73553888,4.273476746,0.925329721,81.56840598,-4.147836393,0.423890871,0.423710781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-10.45676165,5.433194917,-1.938860122,50,5.912768522,6.103569056,-130.9412488,0.208945835,-17.99368468,29.93880589,-22.82476821,"NOR_TAR","NOR_TAR2","UNC","D1","ACC","2ced7959-7dca-11e6-a963-3417ebb12bea","2016-09-18","UNC2UNC091816 02) 04 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"UNC2UNC091816","UNC2UNC091816 02) 04",55,"9/18/16","2:03:28 PM",4,4,"Hiatt, Josh",8890011,"Right","NOR_TAR2","Jones, Utah",8890012,"Left","NOR_TAR","Undefined",2,"Bottom",2,1,2,"SL","BB","BallCalled","Undefined","Undefined","Undefined",0,0,NA,74.5056765,-1.818785532,-0.795015004,3064.473969,39.14456009,"7:15",6.387538819,1.710284549,5.401342849,-64.14781506,-12.038282,-9.758921853,-0.66292474,0.152119475,68.43574062,-13.64139564,-2.634044393,0.519553302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.928702844,-5.793627892,-1.632898957,50,6.182021524,1.783391972,-108.146434,-5.292692284,5.711062911,22.65693146,-38.88733082,"NOR_TAR","NOR_TAR2","UNC","D1","ACC","352b848c-7dca-11e6-a963-3417ebb12bea","2016-09-18","UNC2UNC091816 02) 04 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"UNC2UNC091816","UNC2UNC091816 02) 04",56,"9/18/16","2:03:48 PM",4,5,"Hiatt, Josh",8890011,"Right","NOR_TAR2","Jones, Utah",8890012,"Left","NOR_TAR","Undefined",2,"Bottom",2,2,2,"FB","FB","StrikeCalled","Strikeout","Undefined","Undefined",0,0,NA,89.58498419,-1.874143511,-4.014551778,2196.798697,243.2054162,"2:00",6.077600152,2.160245276,5.722205469,-25.06586608,10.11706118,20.09858454,2.23841359,0.090122789,81.66471207,-6.562562339,-0.242868032,0.426911156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.94153699,5.96935038,-1.837239969,50,5.905505323,8.448450733,-129.9686935,-5.102600187,-20.35407874,28.1317722,-21.99942633,"NOR_TAR","NOR_TAR2","UNC","D1","ACC","3ba05ccc-7dca-11e6-a963-3417ebb12bea","2016-09-18","UNC2UNC091816 02) 04 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"UNC2UNC091816","UNC2UNC091816 03( 01",57,"9/18/16","2:06:19 PM",1,1,"Peto, Robbie",8889484,"Right","NOR_TAR","Freeman, Ike",8899244,"Right","NOR_TAR2","Undefined",3,"Top",0,0,0,"FB","FB","InPlay","Undefined","Popup","Out",1,0,NA,89.51412287,-1.471433537,-4.055873778,2300.460975,213.1427666,"1:00",6.456843215,2.126171623,6.156804055,-17.12075837,17.62227561,11.52789906,3.667171396,-0.666034599,81.18206378,-4.711651197,-1.874095279,0.424233919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.499773332,10.0517956,-1.824116166,50,6.33620447,8.858765267,-129.9488031,-3.874339101,-12.73370391,29.02690905,-15.1073209,"NOR_TAR","NOR_TAR2","UNC","D1","ACC","950d1fbb-7dca-11e6-a963-3417ebb12bea","2016-09-18","UNC2UNC091816 03( 01 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0.0462191000331072,0.0462191000331072,0.0415971900297965,NA,NA,NA,NA,NA
"UNC2UNC091816","UNC2UNC091816 03( 02",58,"9/18/16","2:06:50 PM",2,1,"Peto, Robbie",8889484,"Right","NOR_TAR","Holtzapple, Jake",8899290,"Right","NOR_TAR2","Undefined",3,"Top",1,0,0,"FB","FB","FoulBall","Undefined","Undefined","Undefined",0,0,NA,87.39786767,-2.073727759,-3.573592045,2277.186571,222.0236735,"1:30",6.232615091,2.447895188,6.367591622,-23.85669988,12.12644889,10.95826746,2.332037527,0.068872574,79.8847049,-6.58240035,-1.494759683,0.43173882,70.79054384,-10.36584019,-52.91800725,NA,NA,NA,NA,13.26858577,11.40019123,-45.77161798,0.117567749,-7.037368316,7.250728866,-2.194960962,50,6.071466974,7.612782113,-126.9867393,-5.298884269,-11.46149159,26.63236596,-20.36506483,"NOR_TAR","NOR_TAR2","UNC","D1","ACC","ad216024-7dca-11e6-a963-3417ebb12bea","2016-09-18","UNC2UNC091816 03( 02 1",69.6351658326492,-12.7375341657015,-9.50780644729027,9.25510588252301,0,0,0,1,0,0,"Topped","darkgreen",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,"GB"
"UNC2UNC091816","UNC2UNC091816 03( 02",59,"9/18/16","2:07:08 PM",2,2,"Peto, Robbie",8889484,"Right","NOR_TAR","Holtzapple, Jake",8899290,"Right","NOR_TAR2","Undefined",3,"Top",1,0,1,"FB","FB","BallCalled","Undefined","Undefined","Undefined",0,0,NA,88.13899369,-0.881443697,-2.982789045,2305.79067,219.9368207,"1:15",6.031532175,2.197064674,6.38893032,-20.08822026,15.46523008,12.97582222,3.545691698,0.532649626,79.70020783,-4.708921373,-0.506976416,0.42915324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.074091296,8.789892456,-1.988841532,50,5.958905655,6.301710286,-128.1426488,-2.555299546,-13.270561,29.32658109,-17.72699814,"NOR_TAR","NOR_TAR2","UNC","D1","ACC","b859fa2c-7dca-11e6-a963-3417ebb12bea","2016-09-18","UNC2UNC091816 03( 02 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"UNC2UNC091816","UNC2UNC091816 03( 02",60,"9/18/16","2:07:22 PM",2,3,"Peto, Robbie",8889484,"Right","NOR_TAR","Holtzapple, Jake",8899290,"Right","NOR_TAR2","Undefined",3,"Top",1,1,1,"FB","FB","InPlay","Undefined","LineDrive","Single",0,0,NA,88.95367468,-1.790853096,-3.811932771,2280.865692,230.8597919,"1:45",6.128482594,2.218118657,6.403686847,-23.22250891,11.49047301,14.15887192,2.542509742,-0.11198494,81.1797598,-6.188847047,-1.123251216,0.424050402,78.70484213,12.87514601,32.61897873,5431.758804,86.00644115,13.59301796,68.57702306,167.1352565,136.1381463,41.72265968,1.880950317,-8.881316323,6.83330623,-1.951721766,50,5.989376038,8.196352142,-129.2366278,-4.729684071,-14.97204652,27.74710506,-20.6545198,"NOR_TAR","NOR_TAR2","UNC","D1","ACC","c1d0182d-7dca-11e6-a963-3417ebb12bea","2016-09-18","UNC2UNC091816 03( 02 3",76.726040644455,17.5375842616267,111.232789788877,124.745582852077,0,0,1,1,0,0,"F&B","coral",1,1,1,0,0,0,0,0,0,0,0,0,0.856161157549847,2.53018675594395,1.3285535745929,0.821764528741576,0.030496540869474,0.00390008792497139,1.38255489376296e-11,"LD"
"UNC2UNC091816","UNC2UNC091816 03( 03",61,"9/18/16","2:08:16 PM",3,1,"Peto, Robbie",8889484,"Right","NOR_TAR","Dalatri, Luca",8897904,"Right","NOR_TAR2","Undefined",3,"Top",1,0,0,"SL","BB","BallCalled","Undefined","Undefined","Undefined",0,0,NA,79.10883746,-2.74671354,-2.001383145,1969.610409,179.0413417,"12:00",6.498925811,2.509083225,6.028698366,-36.05968604,8.722640747,-0.146663171,0.947043458,0.642864317,72.27581573,-9.498948844,-2.029178623,0.481642549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.542488519,5.595235442,-2.352748739,50,6.264812046,4.019607047,-114.91,-6.520419219,-0.717155563,23.5377809,-24.77729436,"NOR_TAR","NOR_TAR2","UNC","D1","ACC","dc950b48-7dca-11e6-a963-3417ebb12bea","2016-09-18","UNC2UNC091816 03( 03 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"UNC2UNC091816","UNC2UNC091816 03( 03",62,"9/18/16","2:08:42 PM",3,2,"Peto, Robbie",8889484,"Right","NOR_TAR","Dalatri, Luca",8897904,"Right","NOR_TAR2","Undefined",3,"Top",1,1,0,"FB","FB","BallCalled","Undefined","Undefined","Undefined",0,0,NA,87.49498772,-2.180337924,-5.805061548,2261.500234,228.4789937,"1:30",6.0190273,2.471407252,6.616361657,-24.10494552,11.38703373,12.89888633,2.002432209,-1.787786402,80.56942872,-6.732196607,-3.369001046,0.428782081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.63774183,6.862094429,-2.082007815,50,5.860213883,12.53755147,-126.833174,-5.520913181,-14.16474338,24.31203119,-20.92112985,"NOR_TAR","NOR_TAR2","UNC","D1","ACC","ee850683-7dca-11e6-a963-3417ebb12bea","2016-09-18","UNC2UNC091816 03( 03 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"UNC2UNC091816","UNC2UNC091816 03( 03",63,"9/18/16","2:09:11 PM",3,3,"Peto, Robbie",8889484,"Right","NOR_TAR","Dalatri, Luca",8897904,"Right","NOR_TAR2","Undefined",3,"Top",1,2,0,"FB","FB","BallCalled","Undefined","Undefined","Undefined",0,0,NA,87.85155806,-3.610256464,-3.954008058,2295.074337,222.9512746,"1:30",6.21406973,2.314252118,6.261491852,-19.74430238,16.23294355,15.14316613,1.227986859,-0.074886554,80.05114564,-7.333268609,-1.083113191,0.431703407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.449285018,9.946902647,-2.028718403,50,5.936288033,8.355231012,-127.3762204,-8.641379178,-15.44126669,27.47246178,-15.91961489,"NOR_TAR","NOR_TAR2","UNC","D1","ACC","006d606c-7dcb-11e6-a963-3417ebb12bea","2016-09-18","UNC2UNC091816 03( 03 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"UNC2UNC091816","UNC2UNC091816 03( 03",64,"9/18/16","2:09:32 PM",3,4,"Peto, Robbie",8889484,"Right","NOR_TAR","Dalatri, Luca",8897904,"Right","NOR_TAR2","Undefined",3,"Top",1,3,0,"FB","FB","StrikeCalled","Undefined","Undefined","Undefined",0,0,NA,87.31205538,-3.031803234,-4.15361087,2228.638719,222.009595,"1:30",6.25875257,2.231260122,6.310554175,-19.18413537,17.29850743,15.61178824,1.857626668,-0.300205607,79.1282251,-6.66752383,-1.185050157,0.434725048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.847024458,10.42917556,-1.934486843,50,6.027072704,8.740674024,-126.6099341,-7.281268734,-15.82233927,28.28779593,-15.41630059,"NOR_TAR","NOR_TAR2","UNC","D1","ACC","095f08c8-7dcb-11e6-a963-3417ebb12bea","2016-09-18","UNC2UNC091816 03( 03 4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"UNC2UNC091816","UNC2UNC091816 03( 03",65,"9/18/16","2:09:55 PM",3,5,"Peto, Robbie",8889484,"Right","NOR_TAR","Dalatri, Luca",8897904,"Right","NOR_TAR2","Undefined",3,"Top",1,3,1,"FB","FB","FoulBall","Undefined","Undefined","HomeRun",0,0,NA,87.0010667,-1.000632774,-3.224841193,2293.869062,245.4888648,"2:15",5.995481877,2.107024275,6.393173381,-28.54655822,7.785232195,17.14925724,2.694847161,0.567365789,79.26686457,-6.41433035,0.039177009,0.433825343,104.9761868,28.39706434,-35.90386291,3211.258403,84.5059937,56.04119143,-70.41740288,387.2336373,108.9060031,-53.80295103,4.980181274,-10.38776078,4.578576031,-1.883569963,50,5.910403391,6.635903154,-126.496327,-3.030811851,-16.72573723,27.31470152,-24.8019054,"NOR_TAR","NOR_TAR2","UNC","D1","ACC","1b42ceb3-7dcb-11e6-a963-3417ebb12bea","2016-09-18","UNC2UNC091816 03( 03 5",92.3447110022604,49.9244844237524,-312.493955773249,228.686286125282,1,1,0,0,1,0,"Barrel","red",4,1,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,"FB"
"UNC2UNC091816","UNC2UNC091816 03( 03",66,"9/18/16","2:10:34 PM",3,6,"Peto, Robbie",8889484,"Right","NOR_TAR","Dalatri, Luca",8897904,"Right","NOR_TAR2","Undefined",3,"Top",1,3,2,"FB","FB","FoulBall","Undefined","Undefined","Undefined",0,0,NA,87.35929351,-2.899286668,-3.806096066,2233.895045,215.1562405,"1:15",6.27709183,2.203437138,6.394058453,-18.39891822,17.77497686,12.54250036,2.069475563,-0.25661437,79.44112176,-6.385972917,-1.421146822,0.432881629,76.68833078,60.20558822,27.61901398,4953.672144,85.72224813,110.530763,68.93240354,186.0317243,44.83315591,40.8654585,5.185305786,-8.032682956,10.64221089,-1.936079688,50,6.060155276,8.075032596,-126.7916628,-6.96370842,-12.98841643,27.54942112,-14.96616576,"NOR_TAR","NOR_TAR2","UNC","D1","ACC","33bfe5bb-7dcb-11e6-a963-3417ebb12bea","2016-09-18","UNC2UNC091816 03( 03 6",38.1056127660543,66.5512009925157,121.717770221188,140.686128877062,0,0,0,0,1,0,"Under","lightskyblue",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,"PU"
"UNC2UNC091816","UNC2UNC091816 03( 03",67,"9/18/16","2:11:48 PM",3,7,"Peto, Robbie",8889484,"Right","NOR_TAR","Dalatri, Luca",8897904,"Right","NOR_TAR2","Undefined",3,"Top",1,3,2,"FB","FB","BallCalled","Walk","Undefined","Undefined",0,0,NA,87.83604336,0.241015536,-3.183642298,2232.637627,235.9649396,"1:45",6.205202765,2.26426269,6.361717803,-27.63848477,8.009078366,11.90791314,4.124114781,0.324081959,79.91781385,-5.005842052,-0.920314832,0.429720866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.475864937,4.328141193,-2.039674077,50,6.209636697,6.757858179,-127.7339883,-0.267243726,-12.28475376,27.63555515,-25.06180813,"NOR_TAR","NOR_TAR2","UNC","D1","ACC","59e3e79b-7dcb-11e6-a963-3417ebb12bea","2016-09-18","UNC2UNC091816 03( 03 7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA
"UNC2UNC091816","UNC2UNC091816 03( 04",68,"9/18/16","2:12:38 PM",4,1,"Peto, Robbie",8889484,"Right","NOR_TAR","Ladowski, Josh",8890003,"Right","NOR_TAR2","Undefined",3,"Top",1,0,0,"FB","FB","InPlay","Undefined","LineDrive","Double",1,1,NA,87.79316918,-1.653856453,-4.218943184,2120.641215,229.6356503,"1:45",6.179836242,2.147893855,6.493295568,-24.30496151,11.05920085,13.05002871,2.631846149,-0.644068886,80.54946949,-6.250642429,-1.745616335,0.428009301,98.23372871,13.55441014,5.565726051,2080.614421,108.6843758,21.15114858,16.96141511,278.7476084,278.7476084,12.32783619,2.680804443,-8.33458773,6.541857823,-1.858136308,50,6.052989188,9.037872075,-127.5576991,-4.385436545,-13.76497298,25.65014266,-21.36985535,"NOR_TAR","NOR_TAR2","UNC","D1","ACC","7d948f7b-7dcb-11e6-a963-3417ebb12bea","2016-09-18","UNC2UNC091816 03( 04 1",95.4977026463751,23.0229069740204,59.5140199114719,272.320235426412,0,0,1,1,0,0,"F&B","coral",2,1,0,1,0,0,0,0,0,0,0,0,0.599715885924396,2.15549349146165,1.05833683251104,0.387491270024402,0.18107924170302,0.0311453120580118,6.21389616648583e-08,"LD"
"UNC2UNC091816","UNC2UNC091816 03( 05",69,"9/18/16","2:13:56 PM",5,1,"Peto, Robbie",8889484,"Right","NOR_TAR","Lynn, Tyler",8890004,"Left","NOR_TAR2","Undefined",3,"Top",2,0,0,"CH","CH","StrikeSwinging","Undefined","Undefined","Undefined",0,0,NA,81.30476831,0.210362721,-3.881685836,2041.549148,241.6655851,"2:00",5.910572621,2.538306646,6.240244489,-31.8532152,9.808652148,18.26310499,3.450600192,0.474709101,74.37810611,-5.802306749,-0.428460808,0.464559006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.05297485,5.29824257,-2.258364764,50,5.910372576,7.510990163,-118.1647131,-0.44895289,-15.62978656,22.48730296,-24.68191168,"NOR_TAR","NOR_TAR2","UNC","D1","ACC","aa614c2d-7dcb-11e6-a963-3417ebb12bea","2016-09-18","UNC2UNC091816 03( 05 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"UNC2UNC091816","UNC2UNC091816 03( 05",70,"9/18/16","2:14:24 PM",5,2,"Peto, Robbie",8889484,"Right","NOR_TAR","Lynn, Tyler",8890004,"Left","NOR_TAR2","Undefined",3,"Top",2,0,1,"FB","FB","InPlay","Undefined","FlyBall","Out",1,0,NA,88.04049061,-0.848515905,-3.847746588,2283.93105,237.8517801,"2:00",5.966338329,2.52899883,6.334411713,-27.30712703,7.778351068,12.4290927,2.907740104,0.01701164,81.36321582,-5.982127665,-1.506601562,0.42631952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.752035712,4.463537924,-2.254817829,50,5.891329952,8.242330376,-128.0464251,-2.712925845,-13.00357362,23.87647909,-24.68673217,"NOR_TAR","NOR_TAR2","UNC","D1","ACC","bbf47f07-7dcb-11e6-a963-3417ebb12bea","2016-09-18","UNC2UNC091816 03( 05 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,0,0,0.154442317382878,0.154442317382878,0.13899808564459,NA,NA,NA,NA,NA
"UNC2UNC091816","UNC2UNC091816 03) 01",71,"9/18/16","2:16:38 PM",1,1,"Hiatt, Josh",8890011,"Right","NOR_TAR2","Busch, Michael",8899287,"Left","NOR_TAR","Undefined",3,"Bottom",0,0,0,"FB","FB","BallCalled","Undefined","Undefined","Undefined",0,0,NA,90.32504317,-1.610599401,-4.914558425,2251.247803,233.4179177,"1:45",6.291281721,2.288393801,5.661908835,-20.44931183,14.13883945,19.09422446,3.079538943,-0.713941209,82.53532388,-5.428427545,-1.350871916,0.423287256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.54608368,7.997922881,-1.88440315,50,6.141851945,10.60530037,-130.9407737,-4.395534324,-20.08993585,27.07882337,-18.25783575,"NOR_TAR","NOR_TAR2","UNC","D1","ACC","0b911ac8-7dcc-11e6-a963-3417ebb12bea","2016-09-18","UNC2UNC091816 03) 01 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"UNC2UNC091816","UNC2UNC091816 03) 01",72,"9/18/16","2:16:54 PM",1,2,"Hiatt, Josh",8890011,"Right","NOR_TAR2","Busch, Michael",8899287,"Left","NOR_TAR","Undefined",3,"Bottom",0,1,0,"FB","FB","InPlay","Undefined","Bunt","Out",1,0,NA,89.55092155,-1.573254668,-4.042415467,2221.770229,238.7248797,"2:00",5.924658032,2.144653885,5.71869503,-26.09467918,9.006318826,14.88162573,2.280761315,-0.386542265,81.89911149,-6.445798611,-1.256144217,0.426413799,44.94816236,-3.789534262,39.55693298,NA,NA,NA,NA,17.4730237,15.93784973,36.82554062,0.269309692,-9.104268399,5.266785765,-1.815904309,50,5.776941869,8.684818471,-129.9652403,-4.455054988,-15.56892191,27.28459275,-23.16748452,"NOR_TAR","NOR_TAR2","UNC","D1","ACC","156bf09c-7dcc-11e6-a963-3417ebb12bea","2016-09-18","UNC2UNC091816 03) 01 2",-44.8498857804102,-2.97069773371202,10.4729893208141,13.9865310891184,0,0,0,1,0,1,"Weak","tan",0,0,0,0,0,0,0,0,1,0,0,0,0.213680394997034,0.538785427718803,0.30068069973792,0.16123549325426,0.0511278786157182,0.00131702310662456,2.04311657120176e-11,"GB"
"UNC2UNC091816","UNC2UNC091816 03) 02",73,"9/18/16","2:17:30 PM",2,1,"Hiatt, Josh",8890011,"Right","NOR_TAR2","Martorano, Brandon",8889983,"Right","NOR_TAR","Undefined",3,"Bottom",1,0,0,"SL","BB","StrikeCalled","Undefined","Undefined","Undefined",0,0,NA,76.97168787,2.899282648,-0.519804025,3061.693665,38.38960336,"7:15",5.823357505,2.253206316,5.370072605,-64.68173527,-16.26806898,-12.85304193,3.153655694,0.694802198,70.37167986,-9.127157486,-2.925473893,0.500789834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.661356973,-9.517985914,-2.197741461,50,6.0382851,1.404182173,-111.7414227,3.69473697,8.342941141,21.90633228,-44.09474228,"NOR_TAR","NOR_TAR2","UNC","D1","ACC","278965a2-7dcc-11e6-a963-3417ebb12bea","2016-09-18","UNC2UNC091816 03) 02 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"UNC2UNC091816","UNC2UNC091816 03) 02",74,"9/18/16","2:17:44 PM",2,2,"Hiatt, Josh",8890011,"Right","NOR_TAR2","Martorano, Brandon",8889983,"Right","NOR_TAR","Undefined",3,"Bottom",1,0,1,"SL","BB","StrikeCalled","Undefined","Undefined","Undefined",0,0,NA,76.22756071,1.965945288,-2.011901859,3128.123531,30.59572358,"7:00",5.903209445,2.425866955,5.691048808,-70.74611839,-21.85060954,-12.89302971,1.841562936,-0.524162459,70.07472756,-11.20768691,-4.437684408,0.503275748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.290405404,-12.35897885,-2.248992733,50,6.024842875,4.255958897,-110.7073295,1.788943257,7.705431144,22.15832672,-47.31317783,"NOR_TAR","NOR_TAR2","UNC","D1","ACC","2e6a6ff9-7dcc-11e6-a963-3417ebb12bea","2016-09-18","UNC2UNC091816 03) 02 2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
"UNC2UNC091816","UNC2UNC091816 03) 02",75,"9/18/16","2:17:59 PM",2,3,"Hiatt, Josh",8890011,"Right","NOR_TAR2","Martorano, Brandon",8889983,"Right","NOR_TAR","Undefined",3,"Bottom",1,0,2,"FB","FB","BallCalled","Undefined","Undefined","Undefined",0,0,NA,89.57000166,-2.284466469,-6.29448052,2255.236711,233.9923982,"1:45",5.923691129,2.361278188,5.882439978,-22.65923119,12.63457338,17.43080852,1.900220896,-2.054419183,81.34977597,-6.53696026,-3.028434871,0.427583322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-11.25788649,7.49285348,-1.861955262,50,5.725323248,13.7162228,-129.4680286,-5.930038671,-19.0119379,28.30286807,-19.52037105,"NOR_TAR","NOR_TAR2","UNC","D1","ACC","3c2cabae-7dcc-11e6-a963-3417ebb12bea","2016-09-18","UNC2UNC091816 03) 02 3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
